full_code|main_source|main_code|main_text|sub_source|sub_code|sub_text|sub_sub_source|sub_sub_code|sub_sub_text
G00-G99_G10-G14_G13|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G10-G14|G10-G14|Systemic atrophies primarily affecting the central nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G10-G14/G13|G13|Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere
G00-G99_G10-G14_G14|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G10-G14|G10-G14|Systemic atrophies primarily affecting the central nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G10-G14/G14|G14|Postpolio syndrome
G00-G99_G20-G26_G20|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G20-G26|G20-G26|Extrapyramidal and movement disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G20-G26/G20|G20|Parkinson's disease
G00-G99_G20-G26_G21|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G20-G26|G20-G26|Extrapyramidal and movement disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G20-G26/G21|G21|Secondary parkinsonism
G00-G99_G20-G26_G23|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G20-G26|G20-G26|Extrapyramidal and movement disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G20-G26/G23|G23|Other degenerative diseases of basal ganglia
G00-G99_G20-G26_G24|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G20-G26|G20-G26|Extrapyramidal and movement disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G20-G26/G24|G24|Dystonia
G00-G99_G20-G26_G25|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G20-G26|G20-G26|Extrapyramidal and movement disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G20-G26/G25|G25|Other extrapyramidal and movement disorders
G00-G99_G20-G26_G26|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G20-G26|G20-G26|Extrapyramidal and movement disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G20-G26/G26|G26|Extrapyramidal and movement disorders in diseases classified elsewhere
G00-G99_G30-G32_G30|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G30-G32|G30-G32|Other degenerative diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G30-G32/G30|G30|Alzheimer's disease
G00-G99_G30-G32_G31|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G30-G32|G30-G32|Other degenerative diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G30-G32/G31|G31|Other degenerative diseases of nervous system, not elsewhere classified
G00-G99_G30-G32_G32|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G30-G32|G30-G32|Other degenerative diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G30-G32/G32|G32|Other degenerative disorders of nervous system in diseases classified elsewhere
G00-G99_G35-G37_G35|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G35-G37|G35-G37|Demyelinating diseases of the central nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G35-G37/G35|G35|Multiple sclerosis
G00-G99_G35-G37_G36|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G35-G37|G35-G37|Demyelinating diseases of the central nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G35-G37/G36|G36|Other acute disseminated demyelination
G00-G99_G35-G37_G37|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G35-G37|G35-G37|Demyelinating diseases of the central nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G35-G37/G37|G37|Other demyelinating diseases of central nervous system
G00-G99_G40-G47_G40|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G40-G47|G40-G47|Episodic and paroxysmal disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G40-G47/G40|G40|Epilepsy and recurrent seizures
G00-G99_G40-G47_G43|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G40-G47|G40-G47|Episodic and paroxysmal disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G40-G47/G43|G43|Migraine
G00-G99_G40-G47_G44|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G40-G47|G40-G47|Episodic and paroxysmal disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G40-G47/G44|G44|Other headache syndromes
G00-G99_G40-G47_G45|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G40-G47|G40-G47|Episodic and paroxysmal disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G40-G47/G45|G45|Transient cerebral ischemic attacks and related syndromes
G00-G99_G40-G47_G46|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G40-G47|G40-G47|Episodic and paroxysmal disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G40-G47/G46|G46|Vascular syndromes of brain in cerebrovascular diseases
G00-G99_G40-G47_G47|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G40-G47|G40-G47|Episodic and paroxysmal disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G40-G47/G47|G47|Sleep disorders
G00-G99_G50-G59_G50|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59|G50-G59|Nerve, nerve root and plexus disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59/G50|G50|Disorders of trigeminal nerve
G00-G99_G50-G59_G51|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59|G50-G59|Nerve, nerve root and plexus disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59/G51|G51|Facial nerve disorders
G00-G99_G50-G59_G52|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59|G50-G59|Nerve, nerve root and plexus disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59/G52|G52|Disorders of other cranial nerves
G00-G99_G50-G59_G53|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59|G50-G59|Nerve, nerve root and plexus disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59/G53|G53|Cranial nerve disorders in diseases classified elsewhere
G00-G99_G50-G59_G54|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59|G50-G59|Nerve, nerve root and plexus disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59/G54|G54|Nerve root and plexus disorders
G00-G99_G50-G59_G55|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59|G50-G59|Nerve, nerve root and plexus disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59/G55|G55|Nerve root and plexus compressions in diseases classified elsewhere
G00-G99_G50-G59_G56|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59|G50-G59|Nerve, nerve root and plexus disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59/G56|G56|Mononeuropathies of upper limb
G00-G99_G50-G59_G57|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59|G50-G59|Nerve, nerve root and plexus disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59/G57|G57|Mononeuropathies of lower limb
G00-G99_G50-G59_G58|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59|G50-G59|Nerve, nerve root and plexus disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59/G58|G58|Other mononeuropathies
G00-G99_G50-G59_G59|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59|G50-G59|Nerve, nerve root and plexus disorders|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G50-G59/G59|G59|Mononeuropathy in diseases classified elsewhere
G00-G99_G60-G65_G60|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G60-G65|G60-G65|Polyneuropathies and other disorders of the peripheral nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G60-G65/G60|G60|Hereditary and idiopathic neuropathy
G00-G99_G60-G65_G61|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G60-G65|G60-G65|Polyneuropathies and other disorders of the peripheral nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G60-G65/G61|G61|Inflammatory polyneuropathy
G00-G99_G60-G65_G62|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G60-G65|G60-G65|Polyneuropathies and other disorders of the peripheral nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G60-G65/G62|G62|Other and unspecified polyneuropathies
G00-G99_G60-G65_G63|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G60-G65|G60-G65|Polyneuropathies and other disorders of the peripheral nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G60-G65/G63|G63|Polyneuropathy in diseases classified elsewhere
G00-G99_G60-G65_G64|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G60-G65|G60-G65|Polyneuropathies and other disorders of the peripheral nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G60-G65/G64|G64|Other disorders of peripheral nervous system
G00-G99_G60-G65_G65|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G60-G65|G60-G65|Polyneuropathies and other disorders of the peripheral nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G60-G65/G65|G65|Sequelae of inflammatory and toxic polyneuropathies
G00-G99_G70-G73_G70|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G70-G73|G70-G73|Diseases of myoneural junction and muscle|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G70-G73/G70|G70|Myasthenia gravis and other myoneural disorders
G00-G99_G70-G73_G71|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G70-G73|G70-G73|Diseases of myoneural junction and muscle|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G70-G73/G71|G71|Primary disorders of muscles
G00-G99_G70-G73_G72|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G70-G73|G70-G73|Diseases of myoneural junction and muscle|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G70-G73/G72|G72|Other and unspecified myopathies
G00-G99_G70-G73_G73|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G70-G73|G70-G73|Diseases of myoneural junction and muscle|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G70-G73/G73|G73|Disorders of myoneural junction and muscle in diseases classified elsewhere
G00-G99_G80-G83_G80|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G80-G83|G80-G83|Cerebral palsy and other paralytic syndromes|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G80-G83/G80|G80|Cerebral palsy
G00-G99_G80-G83_G81|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G80-G83|G80-G83|Cerebral palsy and other paralytic syndromes|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G80-G83/G81|G81|Hemiplegia and hemiparesis
G00-G99_G80-G83_G82|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G80-G83|G80-G83|Cerebral palsy and other paralytic syndromes|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G80-G83/G82|G82|Paraplegia (paraparesis) and quadriplegia (quadriparesis)
G00-G99_G80-G83_G83|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G80-G83|G80-G83|Cerebral palsy and other paralytic syndromes|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G80-G83/G83|G83|Other paralytic syndromes
G00-G99_G89-G99_G89|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99|G89-G99|Other disorders of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99/G89|G89|Pain, not elsewhere classified
G00-G99_G89-G99_G90|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99|G89-G99|Other disorders of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99/G90|G90|Disorders of autonomic nervous system
G00-G99_G89-G99_G91|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99|G89-G99|Other disorders of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99/G91|G91|Hydrocephalus
G00-G99_G89-G99_G92|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99|G89-G99|Other disorders of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99/G92|G92|Toxic encephalopathy
G00-G99_G89-G99_G93|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99|G89-G99|Other disorders of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99/G93|G93|Other disorders of brain
G00-G99_G89-G99_G94|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99|G89-G99|Other disorders of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99/G94|G94|Other disorders of brain in diseases classified elsewhere
G00-G99_G89-G99_G95|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99|G89-G99|Other disorders of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99/G95|G95|Other and unspecified diseases of spinal cord
G00-G99_G89-G99_G96|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99|G89-G99|Other disorders of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99/G96|G96|Other disorders of central nervous system
G00-G99_G89-G99_G97|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99|G89-G99|Other disorders of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99/G97|G97|Intraoperative and postprocedural complications and disorders of nervous system, not elsewhere classified
G00-G99_G89-G99_G98|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99|G89-G99|Other disorders of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99/G98|G98|Other disorders of nervous system not elsewhere classified
G00-G99_G89-G99_G99|https://www.icd10data.com/G00-G99|G00-G99|Diseases of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99|G89-G99|Other disorders of the nervous system|https://www.icd10data.com/ICD10CM/Codes/G00-G99/G89-G99/G99|G99|Other disorders of nervous system in diseases classified elsewhere
H00-H59_H00-H05_H00|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H00-H05|H00-H05|Disorders of eyelid, lacrimal system and orbit|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H00-H05/H00|H00|Hordeolum and chalazion
H00-H59_H00-H05_H01|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H00-H05|H00-H05|Disorders of eyelid, lacrimal system and orbit|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H00-H05/H01|H01|Other inflammation of eyelid
H00-H59_H00-H05_H02|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H00-H05|H00-H05|Disorders of eyelid, lacrimal system and orbit|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H00-H05/H02|H02|Other disorders of eyelid
H00-H59_H00-H05_H04|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H00-H05|H00-H05|Disorders of eyelid, lacrimal system and orbit|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H00-H05/H04|H04|Disorders of lacrimal system
H00-H59_H00-H05_H05|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H00-H05|H00-H05|Disorders of eyelid, lacrimal system and orbit|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H00-H05/H05|H05|Disorders of orbit
H00-H59_H10-H11_H10|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H10-H11|H10-H11|Disorders of conjunctiva|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H10-H11/H10|H10|Conjunctivitis
H00-H59_H10-H11_H11|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H10-H11|H10-H11|Disorders of conjunctiva|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H10-H11/H11|H11|Other disorders of conjunctiva
H00-H59_H15-H22_H15|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H15-H22|H15-H22|Disorders of sclera, cornea, iris and ciliary body|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H15-H22/H15|H15|Disorders of sclera
H00-H59_H15-H22_H16|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H15-H22|H15-H22|Disorders of sclera, cornea, iris and ciliary body|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H15-H22/H16|H16|Keratitis
H00-H59_H15-H22_H17|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H15-H22|H15-H22|Disorders of sclera, cornea, iris and ciliary body|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H15-H22/H17|H17|Corneal scars and opacities
H00-H59_H15-H22_H18|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H15-H22|H15-H22|Disorders of sclera, cornea, iris and ciliary body|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H15-H22/H18|H18|Other disorders of cornea
H00-H59_H15-H22_H20|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H15-H22|H15-H22|Disorders of sclera, cornea, iris and ciliary body|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H15-H22/H20|H20|Iridocyclitis
H00-H59_H15-H22_H21|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H15-H22|H15-H22|Disorders of sclera, cornea, iris and ciliary body|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H15-H22/H21|H21|Other disorders of iris and ciliary body
H00-H59_H15-H22_H22|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H15-H22|H15-H22|Disorders of sclera, cornea, iris and ciliary body|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H15-H22/H22|H22|Disorders of iris and ciliary body in diseases classified elsewhere
H00-H59_H25-H28_H25|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H25-H28|H25-H28|Disorders of lens|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H25-H28/H25|H25|Age-related cataract
H00-H59_H25-H28_H26|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H25-H28|H25-H28|Disorders of lens|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H25-H28/H26|H26|Other cataract
H00-H59_H25-H28_H27|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H25-H28|H25-H28|Disorders of lens|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H25-H28/H27|H27|Other disorders of lens
H00-H59_H25-H28_H28|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H25-H28|H25-H28|Disorders of lens|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H25-H28/H28|H28|Cataract in diseases classified elsewhere
H00-H59_H30-H36_H30|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H30-H36|H30-H36|Disorders of choroid and retina|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H30-H36/H30|H30|Chorioretinal inflammation
H00-H59_H30-H36_H31|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H30-H36|H30-H36|Disorders of choroid and retina|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H30-H36/H31|H31|Other disorders of choroid
H00-H59_H30-H36_H32|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H30-H36|H30-H36|Disorders of choroid and retina|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H30-H36/H32|H32|Chorioretinal disorders in diseases classified elsewhere
H00-H59_H30-H36_H33|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H30-H36|H30-H36|Disorders of choroid and retina|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H30-H36/H33|H33|Retinal detachments and breaks
H00-H59_H30-H36_H34|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H30-H36|H30-H36|Disorders of choroid and retina|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H30-H36/H34|H34|Retinal vascular occlusions
H00-H59_H30-H36_H35|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H30-H36|H30-H36|Disorders of choroid and retina|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H30-H36/H35|H35|Other retinal disorders
H00-H59_H30-H36_H36|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H30-H36|H30-H36|Disorders of choroid and retina|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H30-H36/H36|H36|Retinal disorders in diseases classified elsewhere
H00-H59_H40-H42_H40|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H40-H42|H40-H42|Glaucoma|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H40-H42/H40|H40|Glaucoma
H00-H59_H40-H42_H42|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H40-H42|H40-H42|Glaucoma|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H40-H42/H42|H42|Glaucoma in diseases classified elsewhere
H00-H59_H43-H44_H43|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H43-H44|H43-H44|Disorders of vitreous body and globe|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H43-H44/H43|H43|Disorders of vitreous body
H00-H59_H43-H44_H44|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H43-H44|H43-H44|Disorders of vitreous body and globe|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H43-H44/H44|H44|Disorders of globe
H00-H59_H46-H47_H46|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H46-H47|H46-H47|Disorders of optic nerve and visual pathways|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H46-H47/H46|H46|Optic neuritis
H00-H59_H46-H47_H47|https://www.icd10data.com/H00-H59|H00-H59|Diseases of the eye and adnexa|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H46-H47|H46-H47|Disorders of optic nerve and visual pathways|https://www.icd10data.com/ICD10CM/Codes/H00-H59/H46-H47/H47|H47|Other disorders of optic [2nd] nerve and visual pathways
